timestamp,north,south,north-outbound,south-incoming,north-incoming,south-outbound
2016-12-01 00:05:00,34.61363404545434,36.96378973685167,33.579971229766514,25.652990558771034,53.41177885222661,59.51436835494407
2016-12-01 00:10:00,37.81010258906896,32.375448342793625,16.762540920888885,25.652990558771034,52.82490334858801,59.51436835494407
2016-12-01 00:15:00,44.59393240168317,33.55184534118697,30.358052395512534,30.99190041424113,55.01789703617962,45.28188226732043
2016-12-01 00:20:00,42.430294752640684,41.10939849140776,28.43390817653191,26.698545470560877,48.487255203576936,46.020202869130756
2016-12-01 00:25:00,37.270232188681604,37.874216971546595,36.68587990389006,30.850397404542235,51.84216315696206,47.32741940273665
2016-12-01 00:30:00,45.90905649601178,32.726268740318076,22.779857665119387,34.14506477702755,49.69154147070609,50.96582520523208
2016-12-01 00:35:00,44.06140622125157,33.63188831296002,26.416009122318453,20.324759204232805,51.03197949041126,46.55057502826835
2016-12-01 00:40:00,48.49945656913279,39.197111333644365,25.20628844589486,22.180416403672012,59.36164809864069,46.37547514422089
2016-12-01 00:45:00,43.06536116891984,37.128919099748884,34.32119908091451,29.699651650588226,47.98847419131836,47.731741165165005
2016-12-01 00:50:00,44.62316914531521,33.70295855568756,25.847756734172567,48.268046770118644,58.63399321461938,47.518051029898174
2016-12-01 00:55:00,46.050344693664435,41.09499623543092,33.63494645062783,35.297545587382814,51.38397072173624,50.9462448908909
2016-12-01 01:00:00,43.95613292939628,32.04501077582985,17.125370642018602,28.70752576390985,53.39256927451939,43.4429198801182
2016-12-01 01:05:00,36.255133699242506,42.47665444569069,27.590364837708115,23.057755834212326,42.033727254195036,59.898643141622095
2016-12-01 01:10:00,51.59526361755316,47.21069418058736,35.56557801529282,26.69882425637804,34.672124088199446,54.10865932769593
2016-12-01 01:15:00,54.258449303929005,37.383197445586134,22.693819299725995,20.07526079426106,62.07375743710431,58.49073200794172
2016-12-01 01:20:00,52.19420119087884,47.19291044184288,24.081333920798468,29.15634705485301,54.81397697006667,49.181400418045605
2016-12-01 01:25:00,39.67968641342056,42.73463500504532,15.460045121480224,27.548093288817693,49.07045827417593,51.72966030175638
2016-12-01 01:30:00,35.71901499596208,38.432898089052856,27.64911693346211,25.728963113091606,56.99594398326281,48.26101559452044
2016-12-01 01:35:00,32.21828610299037,48.44616508317487,27.09136912712804,26.88882011922864,52.02370482399714,64.80355025105835
2016-12-01 01:40:00,41.22524892143765,50.716800036228,48.0607901670021,16.403831870361742,62.3511985065551,53.240243435801794
